apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,ozone,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
50.17,1523469600,38.52,1523509200,50.17,1523469600,30.89,1523444400,0.37,24.37,0.51,partly-cloudy-day,0.86,,,0.0,0.0,,0.0,,1021.06,Mostly cloudy throughout the day.,1523442236,1523489514,50.17,1523469600,41.0,1523530800,50.17,1523469600,30.89,1523444400,1523419200,7,1523462400,9.997,197,10.34,1523480400,2.7
60.27,1523552400,56.1,1523592000,60.27,1523552400,38.52,1523509200,0.46,35.63,0.56,partly-cloudy-day,0.9,,,0.0,0.0,,0.0,,1015.62,Partly cloudy throughout the day.,1523528542,1523575977,60.27,1523552400,56.1,1523592000,60.27,1523552400,41.0,1523530800,1523505600,6,1523552400,9.997,179,18.36,1523577600,4.36
82.21,1523653200,57.86,1523703600,82.21,1523653200,56.1,1523592000,0.1,43.84,0.44,clear-day,0.93,,,0.0,0.0,,0.0,,1011.08,Partly cloudy throughout the day.,1523614848,1523662440,82.21,1523653200,57.86,1523703600,82.21,1523653200,56.1,1523592000,1523592000,8,1523638800,9.997,229,18.36,1523595600,5.81
76.08,1523728800,32.99,1523793600,76.08,1523728800,41.26,1523764800,0.21,47.3,0.58,partly-cloudy-day,0.96,,,0.0,0.0,,0.0,,1014.47,Clear throughout the day.,1523701155,1523748903,76.08,1523728800,41.15,1523793600,76.08,1523728800,45.13,1523764800,1523678400,8,1523725200,9.767,93,24.17,1523764800,6.31
36.49,1523800800,28.74,1523833200,41.26,1523764800,28.74,1523833200,1.0,33.58,0.75,rain,1.0,,,0.012,0.0846,1523840400.0,1.0,rain,1024.21,"Rain until morning, starting again in the evening.",1523787464,1523835366,42.25,1523811600,38.11,1523833200,45.13,1523764800,38.11,1523833200,1523764800,4,1523811600,8.452,73,25.28,1523793600,11.89
59.18,1523898000,34.8,1523962800,59.18,1523898000,30.18,1523851200,0.9,42.37,0.83,rain,0.03,,,0.073,0.575,1523887200.0,1.0,rain,1005.41,Heavy rain in the morning and afternoon.,1523873772,1523921830,59.18,1523898000,40.2,1523962800,59.18,1523898000,38.11,1523851200,1523851200,5,1523898000,6.566,113,32.21,1523876400,11.18
42.88,1523980800,31.07,1524031200,42.88,1523980800,33.57,1524006000,0.95,29.74,0.6,cloudy,0.07,,,0.0,0.0,,0.0,,1004.14,Overcast throughout the day.,1523960082,1524008293,46.23,1523980800,37.04,1524038400,46.23,1523980800,39.82,1524016800,1523937600,4,1523984400,9.997,281,18.36,1523970000,8.06
53.23,1524085200,37.88,1524139200,53.23,1524085200,31.07,1524031200,0.56,27.31,0.51,partly-cloudy-day,0.11,,,0.0,0.0,,0.0,,1008.46,Light rain in the morning and overnight.,1524046392,1524094757,53.23,1524085200,41.18,1524135600,53.23,1524085200,37.04,1524038400,1524024000,7,1524074400,9.997,273,20.8,1524067200,5.78
41.73,1524146400,29.78,1524225600,45.71,1524117600,33.01,1524193200,0.84,33.74,0.7,rain,0.14,,,0.0059,0.0394,1524164400.0,1.0,rain,1008.57,Light rain in the morning and afternoon.,1524132703,1524181220,45.13,1524171600,36.14,1524218400,45.98,1524114000,39.19,1524193200,1524110400,4,1524157200,9.537,323,19.68,1524175200,6.87
50.17,1524258000,35.31,1524286800,50.17,1524258000,29.78,1524225600,0.14,24.03,0.49,partly-cloudy-day,0.18,,,0.0,0.0,,0.0,,1021.7,Partly cloudy throughout the day.,1524219016,1524267684,50.17,1524258000,39.19,1524301200,50.17,1524258000,36.14,1524218400,1524196800,9,1524243600,9.997,312,21.93,1524258000,8.56
61.16,1524340800,40.03,1524387600,61.16,1524340800,35.31,1524286800,0.02,24.7,0.39,clear-day,0.22,,,0.0,0.0,,0.0,,1027.59,Clear throughout the day.,1524305329,1524354147,61.16,1524340800,41.9,1524387600,61.16,1524340800,39.19,1524301200,1524283200,9,1524330000,9.997,309,16.1,1524330000,5.86
65.11,1524427200,39.53,1524477600,65.11,1524427200,40.03,1524387600,0.0,22.67,0.31,clear-day,0.26,,,0.0,0.0,,0.0,,1028.45,Clear throughout the day.,1524391643,1524440611,65.11,1524427200,39.53,1524477600,65.11,1524427200,41.9,1524387600,1524369600,9,1524416400,9.997,231,9.43,1524430800,3.54
67.09,1524506400,40.01,1524564000,67.09,1524506400,39.53,1524477600,0.01,31.0,0.49,clear-day,0.29,,,0.0,0.0,,0.0,,1030.74,Clear throughout the day.,1524477957,1524527075,67.09,1524506400,40.01,1524564000,67.09,1524506400,39.53,1524477600,1524456000,9,1524502800,9.997,127,9.92,1524517200,2.96
65.11,1524592800,51.82,1524636000,65.11,1524592800,40.01,1524564000,0.33,40.73,0.66,rain,0.33,,,0.0014,0.0315,1524628800.0,1.0,rain,1027.02,Light rain in the morning and overnight.,1524564273,1524613538,65.11,1524592800,51.82,1524636000,65.11,1524592800,40.01,1524564000,1524542400,8,1524592800,9.752,143,13.5,1524592800,3.54
59.18,1524672000,54.68,1524736800,59.18,1524672000,51.82,1524636000,1.0,53.86,0.94,rain,0.36,,,0.0156,0.0802,1524661200.0,1.0,rain,1010.43,Light rain throughout the day.,1524650590,1524700002,59.18,1524672000,54.68,1524736800,59.18,1524672000,51.82,1524636000,1524628800,4,1524675600,3.837,108,24.97,1524672000,3.86
69.26,1524776400,52.68,1524808800,69.26,1524776400,54.35,1524801600,0.36,46.09,0.64,rain,0.4,,,0.0009,0.0136,1524722400.0,1.0,rain,1006.43,Partly cloudy throughout the day.,1524736908,1524786466,69.26,1524776400,52.68,1524808800,69.26,1524776400,54.35,1524801600,1524715200,9,1524762000,8.524,286,18.36,1524754800,4.07
54.14,1524848400,47.53,1524909600,55.22,1524823200,50.66,1524888000,0.67,46.89,0.81,rain,0.43,,,0.002,0.0197,1524834000.0,1.0,rain,1009.26,Light rain in the morning and afternoon.,1524823227,1524872930,54.14,1524848400,47.53,1524909600,55.22,1524823200,50.66,1524888000,1524801600,4,1524848400,8.344,70,8.55,1524841200,2.0
65.11,1524934800,45.66,1524999600,65.11,1524934800,47.53,1524909600,0.63,49.6,0.82,rain,0.47,,,0.0041,0.0592,1524963600.0,1.0,rain,1009.4,"Light rain until morning, starting again in the evening.",1524909548,1524959393,65.11,1524934800,49.11,1524999600,65.11,1524934800,47.53,1524909600,1524888000,8,1524934800,8.008,160,10.77,1524949200,2.8
57.2,1525021200,41.31,1525086000,57.2,1525021200,42.45,1525060800,0.86,39.83,0.66,rain,0.5,,,0.0026,0.0118,1524974400.0,1.0,rain,1013.25,Drizzle in the morning.,1524995869,1525045857,57.2,1525021200,45.54,1525086000,57.2,1525021200,46.47,1525060800,1524974400,6,1525021200,9.791,306,21.93,1525039200,5.18
51.26,1525111200,43.35,1525158000,51.26,1525111200,38.78,1525104000,0.87,33.95,0.6,partly-cloudy-day,0.53,,,0.0,0.0,,0.0,,1016.27,Overcast throughout the day.,1525082192,1525132321,51.26,1525111200,44.94,1525168800,51.26,1525111200,44.24,1525104000,1525060800,5,1525111200,9.997,296,23.04,1525100400,5.79
80.22,1525212000,59.03,1525255200,80.22,1525212000,43.35,1525158000,0.24,34.31,0.41,partly-cloudy-day,0.56,,,0.0,0.0,,0.0,,1017.22,Clear throughout the day.,1525168515,1525218784,80.22,1525212000,59.03,1525255200,80.22,1525212000,44.94,1525168800,1525147200,9,1525194000,9.997,280,16.1,1525194000,3.92
89.26,1525291200,66.5,1525341600,89.26,1525291200,59.03,1525255200,0.0,38.78,0.29,clear-day,0.6,,,0.0,0.0,,0.0,,1016.82,Clear throughout the day.,1525254840,1525305247,89.26,1525291200,66.5,1525341600,89.26,1525291200,59.03,1525255200,1525233600,9,1525280400,9.997,242,23.04,1525291200,5.15
92.09,1525374000,67.91,1525428000,92.09,1525374000,66.5,1525341600,0.17,53.2,0.45,rain,0.63,,,0.0008,0.0197,1525392000.0,1.0,rain,1014.68,Light rain in the evening.,1525341166,1525391711,92.09,1525374000,67.45,1525428000,92.09,1525374000,66.5,1525341600,1525320000,9,1525366800,9.988,236,21.93,1525377600,4.04
84.49,1525471200,61.16,1525518000,84.49,1525471200,67.91,1525428000,0.37,62.15,0.65,partly-cloudy-day,0.66,,,0.0,0.0006,1525446000.0,0.1,,1011.79,Partly cloudy throughout the day.,1525427494,1525478174,84.19,1525471200,61.16,1525518000,84.19,1525471200,67.45,1525428000,1525406400,9,1525456800,9.929,228,16.1,1525492800,3.26
75.19,1525546800,58.6,1525604400,77.17,1525492800,61.16,1525518000,0.22,42.76,0.4,partly-cloudy-day,0.69,,,0.0,0.0,,0.0,,1016.93,Clear throughout the day.,1525513823,1525564637,75.19,1525546800,58.6,1525604400,77.17,1525492800,61.16,1525518000,1525492800,9,1525539600,9.997,294,19.68,1525496400,5.06
64.22,1525633200,52.97,1525690800,66.2,1525579200,57.2,1525658400,0.91,49.7,0.68,cloudy,0.72,,,0.0,0.0008,1525600800.0,0.14,,1014.64,Overcast throughout the day.,1525600153,1525651099,64.22,1525633200,52.97,1525690800,66.2,1525579200,57.2,1525658400,1525579200,5,1525618800,9.997,47,9.18,1525633200,2.53
75.19,1525723200,49.76,1525773600,75.19,1525723200,52.97,1525690800,0.36,50.05,0.67,partly-cloudy-day,0.75,,,0.0,0.0,,0.0,,1017.65,Mostly cloudy throughout the day.,1525686484,1525737562,75.19,1525723200,49.76,1525773600,75.19,1525723200,52.97,1525690800,1525665600,9,1525712400,9.997,84,7.46,1525730400,2.2
73.23,1525798800,49.07,1525860000,73.23,1525798800,49.76,1525773600,0.0,48.51,0.67,clear-day,0.78,,,0.0,0.0,,0.0,,1023.53,Clear throughout the day.,1525772817,1525824024,73.23,1525798800,49.07,1525860000,73.23,1525798800,49.76,1525773600,1525752000,10,1525798800,9.966,139,8.67,1525809600,1.75
76.08,1525885200,53.3,1525942800,76.08,1525885200,49.07,1525860000,0.01,48.02,0.66,clear-day,0.81,,,0.0,0.0,,0.0,,1020.72,Clear throughout the day.,1525859152,1525910486,76.08,1525885200,53.3,1525942800,76.08,1525885200,49.07,1525860000,1525838400,9,1525881600,9.467,146,9.18,1525888800,1.94
65.11,1525989600,58.26,1526022000,65.11,1525989600,53.3,1525942800,0.64,53.37,0.81,rain,0.84,,,0.0066,0.1535,1526004000.0,1.0,rain,1013.92,Rain overnight.,1525945487,1525996947,65.11,1525989600,58.26,1526022000,65.11,1525989600,53.3,1525942800,1525924800,7,1525978800,8.901,174,9.18,1525986000,2.58
72.13,1526072400,52.17,1526119200,72.13,1526072400,58.26,1526022000,0.26,43.54,0.52,partly-cloudy-day,0.88,,,0.0,0.0,,0.0,,1015.15,Clear throughout the day.,1526031825,1526083409,72.13,1526072400,52.17,1526119200,72.13,1526072400,58.26,1526022000,1526011200,10,1526058000,9.637,318,10.56,1526047200,3.15
59.18,1526155200,51.47,1526187600,63.14,1526101200,52.17,1526119200,1.0,48.55,0.78,rain,0.91,,,0.0054,0.0433,1526137200.0,1.0,rain,1019.32,Light rain throughout the day.,1526118163,1526169869,59.18,1526155200,51.47,1526187600,63.14,1526101200,52.17,1526119200,1526097600,4,1526144400,9.279,56,5.82,1526155200,2.38
54.14,1526223600,52.0,1526288400,54.14,1526223600,51.47,1526187600,1.0,49.64,0.9,rain,0.95,,,0.004,0.0407,1526234400.0,1.0,rain,1020.24,Light rain throughout the day.,1526204504,1526256330,54.14,1526223600,52.0,1526288400,54.14,1526223600,51.47,1526187600,1526184000,4,1526230800,9.138,53,5.82,1526212800,2.26
70.15,1526328000,59.18,1526353200,70.15,1526328000,52.0,1526288400,0.7,54.39,0.86,rain,0.98,,,0.0007,0.0145,1526281200.0,1.0,rain,1015.51,Drizzle in the morning.,1526290845,1526342790,70.15,1526328000,59.18,1526353200,70.15,1526328000,52.0,1526288400,1526270400,5,1526324400,7.314,181,7.43,1526331600,1.48
91.15,1526414400,60.89,1526464800,91.15,1526414400,59.73,1526371200,0.68,62.64,0.81,rain,0.02,,,0.0129,0.17,1526421600.0,1.0,rain,1011.6,Rain in the evening.,1526377189,1526429249,88.17,1526414400,60.89,1526464800,88.17,1526414400,59.65,1526371200,1526356800,10,1526403600,7.287,216,15.29,1526418000,2.01
64.22,1526475600,56.12,1526533200,64.22,1526475600,57.2,1526526000,0.99,57.15,0.88,rain,0.06,,,0.0096,0.0472,1526493600.0,1.0,rain,1018.2,Light rain starting in the afternoon.,1526463534,1526515708,64.22,1526475600,56.12,1526533200,64.22,1526475600,57.2,1526526000,1526443200,5,1526490000,7.387,82,6.75,1526500800,2.41
71.6,1526594400,61.47,1526637600,71.6,1526594400,56.12,1526533200,0.66,59.49,0.9,rain,0.1,,,0.0068,0.0564,1526558400.0,1.0,rain,1016.8,Light rain in the morning and afternoon.,1526549880,1526602166,71.25,1526594400,61.31,1526637600,71.25,1526594400,56.12,1526533200,1526529600,6,1526583600,5.587,42,4.69,1526547600,1.1
65.11,1526673600,50.17,1526720400,65.11,1526673600,56.12,1526702400,0.58,48.54,0.65,partly-cloudy-day,0.13,,,0.0,0.0,,0.0,,1024.46,Mostly cloudy throughout the day.,1526636229,1526688624,65.11,1526673600,50.17,1526720400,65.11,1526673600,56.12,1526702400,1526616000,9,1526659200,9.291,75,19.68,1526670000,5.38
55.66,1526770800,55.35,1526774400,56.12,1526702400,50.17,1526720400,1.0,48.92,0.86,rain,0.17,,,0.0162,0.0801,1526752800.0,1.0,rain,1023.68,"Light rain until afternoon, starting again overnight.",1526722579,1526775081,55.66,1526770800,55.35,1526774400,56.12,1526702400,50.17,1526720400,1526702400,5,1526749200,4.555,79,17.22,1526716800,5.28
82.26,1526842800,56.73,1526896800,82.26,1526842800,55.57,1526788800,0.75,60.45,0.78,partly-cloudy-day,0.21,,,0.0004,0.0025,1526799600.0,0.25,rain,1015.13,Foggy in the morning.,1526808930,1526861537,80.8,1526842800,56.73,1526896800,80.8,1526842800,55.57,1526788800,1526788800,6,1526835600,7.011,280,11.54,1526853600,6.49
75.21,1526929200,58.23,1526979600,75.21,1526929200,56.73,1526896800,0.05,50.08,0.59,clear-day,0.25,,,0.0,0.0,,0.0,,1020.87,Clear throughout the day.,1526895284,1526947993,75.21,1526929200,58.23,1526979600,75.21,1526929200,56.73,1526896800,1526875200,10,1526922000,9.997,186,8.68,1526940000,4.61
65.37,1527004800,57.19,1527044400,65.37,1527004800,57.19,1527044400,0.7,53.5,0.79,rain,0.28,,,0.0066,0.0989,1527019200.0,1.0,rain,1019.3,Rain throughout the day.,1526981639,1527034448,65.37,1527004800,57.19,1527044400,65.37,1527004800,57.19,1527044400,1526961600,5,1527008400,9.118,148,8.87,1527008400,2.79
80.54,1527112800,62.45,1527156000,80.54,1527112800,57.25,1527048000,0.58,56.19,0.7,rain,0.32,,,0.0078,0.1094,1527062400.0,1.0,rain,1013.86,Rain in the morning.,1527067995,1527120902,80.54,1527112800,62.45,1527156000,80.54,1527112800,57.25,1527048000,1527048000,7,1527098400,8.127,307,8.02,1527098400,4.32
82.19,1527195600,59.49,1527238800,82.19,1527195600,62.45,1527156000,0.0,46.44,0.44,clear-day,0.35,,,0.0,0.0,,0.0,,1018.61,Clear throughout the day.,1527154354,1527207355,82.19,1527195600,59.49,1527238800,82.19,1527195600,62.45,1527156000,1527134400,10,1527181200,9.997,277,8.21,1527206400,5.81
86.06,1527285600,70.07,1527328800,86.06,1527285600,59.49,1527238800,0.03,53.39,0.5,clear-day,0.38,,,0.0,0.0,,0.0,,1014.37,Clear throughout the day.,1527240714,1527293807,86.06,1527285600,69.56,1527328800,86.06,1527285600,59.49,1527238800,1527220800,10,1527267600,9.997,236,11.55,1527274800,6.96
89.35,1527361200,64.27,1527422400,89.35,1527361200,70.07,1527328800,0.24,64.15,0.63,partly-cloudy-day,0.42,,,0.0,0.0,,0.0,,1009.71,Partly cloudy throughout the day.,1527327076,1527380258,88.62,1527361200,63.88,1527422400,88.62,1527361200,69.56,1527328800,1527307200,8,1527354000,9.99,237,8.4,1527357600,4.75
65.48,1527418800,55.04,1527498000,74.81,1527393600,56.12,1527480000,0.9,58.77,0.85,rain,0.45,,,0.0093,0.0802,1527426000.0,0.9,rain,1015.79,Light rain in the morning and afternoon.,1527413440,1527466709,65.15,1527418800,55.04,1527498000,74.22,1527393600,56.12,1527480000,1527393600,5,1527440400,8.507,65,12.62,1527454800,7.93
68.21,1527537600,62.68,1527559200,68.21,1527537600,55.04,1527498000,1.0,54.13,0.78,cloudy,0.48,,,0.0,0.0,,0.0,,1018.07,Overcast throughout the day.,1527499806,1527553158,68.21,1527537600,62.68,1527559200,68.21,1527537600,55.04,1527498000,1527480000,5,1527526800,9.997,118,8.9,1527487200,3.72
87.66,1527627600,64.45,1527674400,87.66,1527627600,62.97,1527566400,0.51,63.34,0.71,partly-cloudy-day,0.51,,,0.0,0.0,,0.0,,1015.44,Partly cloudy throughout the day.,1527586174,1527639606,86.82,1527620400,63.89,1527674400,86.82,1527620400,62.97,1527566400,1527566400,9,1527609600,9.346,193,6.53,1527631200,3.53
72.3,1527710400,60.87,1527732000,72.33,1527652800,60.87,1527732000,0.62,61.19,0.83,partly-cloudy-day,0.54,,,0.0,0.0,,0.0,,1019.48,Mostly cloudy throughout the day.,1527672544,1527726053,72.3,1527710400,60.87,1527732000,72.3,1527710400,60.87,1527732000,1527652800,6,1527703200,8.387,121,8.13,1527706800,4.68
68.56,1527800400,65.57,1527829200,68.56,1527800400,61.4,1527739200,1.0,62.02,0.9,rain,0.57,,,0.0004,0.0054,1527789600.0,0.45,rain,1016.59,Possible drizzle in the afternoon.,1527758915,1527812499,67.72,1527800400,64.84,1527829200,67.72,1527800400,61.35,1527739200,1527739200,5,1527786000,6.491,106,6.73,1527778800,4.26
83.39,1527890400,69.18,1527933600,83.39,1527890400,65.57,1527829200,0.82,67.08,0.88,rain,0.61,,,0.0011,0.0114,1527912000.0,0.68,rain,1009.27,Light rain in the morning and overnight.,1527845288,1527898944,80.22,1527890400,68.31,1527933600,80.22,1527890400,64.84,1527829200,1527825600,5,1527872400,5.882,112,5.23,1527890400,2.66
87.24,1527973200,60.91,1528027200,87.24,1527973200,69.18,1527933600,0.47,67.07,0.75,rain,0.64,,,0.0015,0.0215,1527915600.0,0.57,rain,1007.54,Light rain overnight.,1527931664,1527985387,84.46,1527973200,60.91,1528027200,84.46,1527973200,68.31,1527933600,1527912000,8,1527955200,9.431,30,8.69,1527998400,4.88
62.18,1528056000,51.56,1528092000,70.94,1527998400,52.69,1528084800,0.97,52.96,0.75,rain,0.67,,,0.0078,0.0514,1528084800.0,1.0,rain,1014.98,Light rain in the morning and overnight.,1528018041,1528071829,62.18,1528056000,51.56,1528092000,70.46,1527998400,52.69,1528084800,1527998400,5,1528045200,9.627,100,10.72,1528038000,9.01
70.39,1528146000,54.78,1528192800,70.39,1528146000,51.56,1528092000,0.81,53.31,0.81,rain,0.7,,,0.0158,0.0926,1528088400.0,1.0,rain,1008.31,Light rain in the morning.,1528104420,1528158270,70.39,1528146000,54.78,1528192800,70.39,1528146000,51.56,1528092000,1528084800,5,1528135200,8.604,46,10.12,1528088400,5.72
72.65,1528218000,57.28,1528275600,72.65,1528218000,54.78,1528192800,0.37,51.03,0.62,partly-cloudy-day,0.73,,,0.0,0.0,,0.0,,1005.28,Partly cloudy throughout the day.,1528190801,1528244710,72.65,1528218000,57.28,1528275600,72.65,1528218000,54.78,1528192800,1528171200,6,1528218000,9.981,289,13.92,1528228800,5.77
68.11,1528315200,59.16,1528365600,68.11,1528315200,57.28,1528275600,0.89,50.34,0.66,cloudy,0.76,,,0.0,0.0,,0.0,,1011.16,Overcast throughout the day.,1528277184,1528331148,68.11,1528315200,59.16,1528365600,68.11,1528315200,57.28,1528275600,1528257600,6,1528300800,9.997,104,6.98,1528322400,4.35
69.74,1528398000,56.63,1528452000,69.74,1528398000,59.16,1528365600,0.71,53.9,0.72,partly-cloudy-day,0.79,,,0.0,0.0,,0.0,,1019.3,Mostly cloudy throughout the day.,1528363569,1528417584,69.74,1528398000,56.63,1528452000,69.74,1528398000,59.16,1528365600,1528344000,7,1528394400,9.997,164,8.35,1528412400,5.02
81.25,1528484400,65.35,1528538400,81.25,1528484400,56.63,1528452000,0.36,58.5,0.69,partly-cloudy-day,0.82,,,0.0,0.0,,0.0,,1020.26,Partly cloudy throughout the day.,1528449956,1528504019,80.62,1528484400,65.35,1528538400,80.62,1528484400,56.63,1528452000,1528430400,8,1528473600,9.997,219,8.67,1528484400,4.63
79.52,1528567200,66.24,1528632000,79.52,1528567200,65.35,1528538400,0.19,56.02,0.59,partly-cloudy-day,0.86,,,0.0,0.0,,0.0,,1018.97,Partly cloudy throughout the day.,1528536345,1528590453,79.52,1528567200,66.24,1528632000,79.52,1528567200,65.35,1528538400,1528516800,10,1528563600,9.997,26,7.06,1528570800,3.93
69.4,1528646400,57.68,1528700400,69.4,1528646400,59.7,1528689600,0.86,53.05,0.64,partly-cloudy-day,0.89,,,0.0002,0.0017,1528664400.0,0.16,rain,1017.42,Possible drizzle overnight.,1528622735,1528676885,69.4,1528646400,57.68,1528700400,69.4,1528646400,59.7,1528689600,1528603200,6,1528642800,9.994,84,5.51,1528646400,2.69
70.2,1528747200,52.89,1528797600,70.2,1528747200,57.37,1528776000,0.4,49.47,0.64,rain,0.93,,,0.0005,0.0056,1528693200.0,0.45,rain,1018.11,Partly cloudy throughout the day.,1528709128,1528763315,70.2,1528747200,52.89,1528797600,70.2,1528747200,57.37,1528776000,1528689600,9,1528736400,9.951,123,8.74,1528740000,4.6
73.74,1528830000,61.49,1528869600,73.74,1528830000,52.89,1528797600,0.06,49.01,0.6,clear-day,0.97,,,0.0,0.0,,0.0,,1022.17,Partly cloudy throughout the day.,1528795523,1528849744,73.74,1528830000,61.49,1528869600,73.74,1528830000,52.89,1528797600,1528776000,10,1528822800,9.997,186,13.48,1528833600,5.46
76.98,1528930800,66.75,1528970400,76.98,1528930800,61.49,1528869600,0.76,62.61,0.8,rain,0.01,,,0.0007,0.0105,1528912800.0,0.71,rain,1013.0,Drizzle in the afternoon.,1528881919,1528936171,76.21,1528930800,66.75,1528970400,76.21,1528930800,61.49,1528869600,1528862400,5,1528909200,9.704,208,8.2,1528941600,5.77
83.25,1529010000,63.0,1529056800,83.25,1529010000,66.75,1528970400,0.19,53.05,0.5,partly-cloudy-day,0.05,,,0.0002,0.0029,1528952400.0,0.19,rain,1008.41,Partly cloudy throughout the day.,1528968318,1529022596,83.25,1529010000,63.0,1529056800,83.25,1529010000,66.75,1528970400,1528948800,10,1528995600,9.997,293,18.77,1528995600,8.79
74.21,1529092800,58.64,1529143200,74.21,1529092800,62.92,1529121600,0.39,51.43,0.55,partly-cloudy-day,0.09,,,0.0,0.0,,0.0,,1013.54,Partly cloudy throughout the day.,1529054718,1529109020,74.21,1529092800,58.64,1529143200,74.21,1529092800,62.92,1529121600,1529035200,6,1529074800,9.997,344,11.57,1529074800,6.34
82.68,1529182800,61.54,1529229600,82.68,1529182800,58.64,1529143200,0.05,51.93,0.54,clear-day,0.13,,,0.0,0.0,,0.0,,1016.41,Partly cloudy throughout the day.,1529141121,1529195442,82.68,1529182800,61.54,1529229600,82.68,1529182800,58.64,1529143200,1529121600,10,1529168400,9.997,266,6.99,1529179200,4.01
88.59,1529265600,69.36,1529312400,88.59,1529265600,61.54,1529229600,0.05,55.81,0.54,clear-day,0.16,,,0.0,0.0,,0.0,,1017.8,Clear throughout the day.,1529227525,1529281862,88.59,1529265600,68.93,1529312400,88.59,1529265600,61.54,1529229600,1529208000,10,1529254800,9.997,195,8.57,1529276400,3.66
95.88,1529355600,76.58,1529402400,95.88,1529355600,69.36,1529312400,0.23,67.48,0.69,rain,0.2,,,0.002,0.0407,1529370000.0,0.69,rain,1013.78,Light rain in the evening and overnight.,1529313931,1529368280,90.2,1529355600,75.16,1529402400,90.2,1529355600,68.93,1529312400,1529294400,10,1529337600,9.912,216,12.36,1529348400,6.82
86.7,1529438400,67.0,1529485200,86.7,1529438400,73.33,1529463600,0.36,62.56,0.6,rain,0.24,,,0.001,0.0117,1529388000.0,0.67,rain,1008.57,Humid and partly cloudy throughout the day.,1529400339,1529454696,86.7,1529438400,67.0,1529485200,86.7,1529438400,73.33,1529463600,1529380800,9,1529431200,9.878,319,9.58,1529416800,6.26
81.18,1529524800,66.72,1529575200,81.18,1529524800,67.0,1529485200,0.48,57.6,0.58,partly-cloudy-day,0.27,,,0.0,0.0,,0.0,,1010.6,Light rain in the morning and overnight.,1529486749,1529541111,81.13,1529521200,65.99,1529575200,81.13,1529521200,67.0,1529485200,1529467200,8,1529517600,9.997,117,6.05,1529528400,3.84
83.15,1529614800,66.87,1529665200,83.15,1529614800,66.72,1529575200,0.65,61.84,0.7,rain,0.31,,,0.0095,0.0719,1529560800.0,1.0,rain,1008.26,Light rain in the morning.,1529573161,1529627524,83.15,1529614800,66.47,1529658000,83.15,1529614800,65.99,1529575200,1529553600,8,1529600400,8.918,52,6.06,1529604000,4.27
72.18,1529694000,63.09,1529744400,72.47,1529640000,64.23,1529726400,0.59,60.22,0.75,partly-cloudy-day,0.34,,,0.0003,0.0053,1529726400.0,0.45,,1014.96,Possible drizzle overnight.,1529659575,1529713934,72.11,1529694000,63.09,1529744400,72.26,1529640000,63.98,1529726400,1529640000,6,1529679600,9.931,102,9.05,1529686800,6.42
66.76,1529787600,65.86,1529830800,66.76,1529787600,63.09,1529744400,1.0,58.95,0.82,cloudy,0.37,,,0.0008,0.0133,1529730000.0,0.64,,1011.68,Overcast throughout the day.,1529745990,1529800343,66.53,1529787600,65.31,1529830800,66.53,1529787600,63.09,1529744400,1529726400,4,1529769600,9.861,65,8.44,1529762400,5.24
85.11,1529877600,66.83,1529920800,85.11,1529877600,65.86,1529830800,0.84,65.27,0.79,partly-cloudy-day,0.4,,,0.0018,0.0203,1529888400.0,0.5,,1009.51,Possible light rain in the evening and overnight.,1529832407,1529886750,83.03,1529881200,66.54,1529920800,83.03,1529881200,65.31,1529830800,1529812800,6,1529856000,8.424,210,8.11,1529877600,4.21
80.14,1529960400,61.09,1530007200,80.14,1529960400,66.66,1529985600,0.31,54.82,0.56,partly-cloudy-day,0.43,,,0.0,0.0,,0.0,,1015.19,Partly cloudy throughout the day.,1529918826,1529973155,80.14,1529960400,61.09,1530007200,80.14,1529960400,66.54,1529920800,1529899200,7,1529946000,9.997,333,12.43,1529946000,7.26
75.35,1530039600,63.29,1530090000,75.35,1530039600,61.09,1530007200,0.15,54.13,0.6,partly-cloudy-day,0.46,,,0.0,0.0,,0.0,,1023.19,Partly cloudy throughout the day.,1530005247,1530059558,75.35,1530039600,63.29,1530090000,75.35,1530039600,61.09,1530007200,1529985600,9,1530032400,9.997,135,9.22,1530046800,6.26
72.41,1530118800,69.96,1530147600,72.41,1530118800,63.29,1530090000,0.76,60.29,0.75,partly-cloudy-day,0.49,,,0.0004,0.0037,1530144000.0,0.23,rain,1017.81,Possible light rain in the morning and overnight.,1530091669,1530145959,72.25,1530126000,69.44,1530147600,72.25,1530126000,63.29,1530090000,1530072000,5,1530118800,9.961,175,12.58,1530133200,6.19
