apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,ozone,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
86.65,1530208800,69.99,1530266400,86.65,1530208800,70.54,1530158400,0.76,69.86,0.85,partly-cloudy-day,0.52,,,0.0175,0.1062,1530183600.0,1.0,,1009.34,Rain in the morning and afternoon.,1530178093,1530232358,82.34,1530208800,69.35,1530266400,82.34,1530208800,69.72,1530158400,1530158400,6,1530205200,9.2,192,8.53,1530183600,5.51
89.08,1530306000,69.29,1530349200,89.08,1530306000,69.99,1530266400,0.1,63.07,0.6,clear-day,0.56,,,0.0,0.0,,0.0,,1013.74,Partly cloudy throughout the day.,1530264518,1530318755,89.08,1530306000,69.27,1530349200,89.08,1530306000,69.35,1530266400,1530244800,9,1530291600,9.997,304,8.36,1530298800,4.84
93.62,1530396000,75.43,1530439200,93.62,1530396000,69.29,1530349200,0.04,61.88,0.53,clear-day,0.59,,,0.0,0.0,,0.0,,1016.67,Clear throughout the day.,1530350946,1530405150,92.05,1530388800,74.55,1530439200,92.05,1530388800,69.27,1530349200,1530331200,10,1530378000,9.997,232,6.96,1530385200,3.59
100.65,1530468000,75.07,1530525600,100.65,1530468000,75.43,1530439200,0.13,69.65,0.63,partly-cloudy-day,0.62,,,0.0,0.0,,0.0,,1016.19,Partly cloudy throughout the day.,1530437374,1530491543,94.09,1530468000,74.01,1530525600,94.09,1530468000,74.55,1530439200,1530417600,9,1530464400,9.97,215,7.06,1530486000,3.47
99.05,1530554400,77.42,1530608400,99.05,1530554400,75.07,1530525600,0.02,70.45,0.67,clear-day,0.65,,,0.0,0.0,,0.0,,1017.56,Humid throughout the day.,1530523805,1530577935,93.03,1530554400,75.86,1530608400,93.03,1530554400,74.01,1530525600,1530504000,10,1530550800,9.593,163,8.07,1530561600,3.41
101.73,1530637200,75.9,1530694800,101.73,1530637200,77.42,1530608400,0.27,73.81,0.82,rain,0.68,,,0.0092,0.1331,1530651600.0,0.66,rain,1021.23,Rain in the evening.,1530610237,1530664324,90.74,1530637200,74.37,1530694800,90.74,1530637200,75.86,1530608400,1530590400,9,1530633600,8.464,159,8.36,1530640800,3.25
93.78,1530723600,75.7,1530774000,93.78,1530723600,75.9,1530694800,0.45,72.79,0.82,partly-cloudy-day,0.71,,,0.0001,0.0014,1530730800.0,0.08,rain,1025.19,Humid and mostly cloudy throughout the day.,1530696670,1530750711,86.37,1530723600,74.15,1530774000,86.37,1530723600,74.37,1530694800,1530676800,7,1530723600,8.664,170,6.91,1530738000,3.03
95.76,1530820800,76.31,1530878400,95.76,1530820800,75.7,1530774000,0.43,72.67,0.78,partly-cloudy-day,0.74,,,0.0,0.0,,0.0,,1024.13,Humid and mostly cloudy throughout the day.,1530783105,1530837096,88.35,1530820800,74.75,1530878400,88.35,1530820800,74.15,1530774000,1530763200,8,1530810000,9.58,191,10.13,1530835200,5.75
82.95,1530900000,61.83,1530957600,83.58,1530849600,70.0,1530936000,0.57,67.91,0.74,rain,0.77,,,0.0061,0.0923,1530871200.0,0.7,rain,1017.94,Light rain in the morning and afternoon.,1530869541,1530923479,81.03,1530914400,61.83,1530957600,81.03,1530914400,70.0,1530936000,1530849600,5,1530900000,9.756,272,11.28,1530921600,7.74
75.29,1530990000,59.25,1531044000,75.29,1530990000,61.83,1530957600,0.01,48.45,0.49,clear-day,0.81,,,0.0,0.0,,0.0,,1026.14,Clear throughout the day.,1530955978,1531009860,75.29,1530990000,59.25,1531044000,75.29,1530990000,61.83,1530957600,1530936000,10,1530982800,9.997,58,10.46,1530939600,6.79
81.43,1531076400,62.27,1531130400,81.43,1531076400,59.25,1531044000,0.02,53.38,0.56,clear-day,0.84,,,0.0,0.0,,0.0,,1026.86,Clear throughout the day.,1531042417,1531096239,81.43,1531076400,62.27,1531130400,81.43,1531076400,59.25,1531044000,1531022400,10,1531069200,9.997,165,7.25,1531083600,3.21
86.41,1531162800,67.18,1531216800,86.41,1531162800,62.27,1531130400,0.01,57.47,0.56,clear-day,0.88,,,0.0,0.0,,0.0,,1021.57,Clear throughout the day.,1531128857,1531182616,86.41,1531162800,67.18,1531216800,86.41,1531162800,62.27,1531130400,1531108800,10,1531155600,9.997,207,8.66,1531166400,4.39
91.91,1531252800,74.21,1531303200,91.91,1531252800,67.18,1531216800,0.1,60.55,0.54,clear-day,0.92,,,0.0,0.0,,0.0,,1013.27,Clear throughout the day.,1531215298,1531268992,91.91,1531252800,73.99,1531303200,91.91,1531252800,67.18,1531216800,1531195200,10,1531242000,9.997,248,8.9,1531249200,4.8
86.09,1531339200,69.55,1531389600,86.09,1531339200,73.08,1531368000,0.53,63.88,0.62,partly-cloudy-day,0.96,,,0.0006,0.0082,1531368000.0,0.05,rain,1013.54,Partly cloudy throughout the day.,1531301741,1531355365,85.86,1531339200,69.3,1531389600,85.86,1531339200,72.35,1531368000,1531281600,8,1531328400,9.938,20,9.31,1531310400,5.73
83.2,1531425600,66.21,1531476000,83.2,1531425600,69.55,1531389600,0.51,58.35,0.58,partly-cloudy-day,1.0,347.3,,0.0021,0.0144,1531400400.0,0.08,rain,1021.32,Mostly cloudy throughout the day.,1531388184,1531441736,83.2,1531425600,66.09,1531476000,83.2,1531425600,69.3,1531389600,1531368000,5,1531418400,9.808,140,7.75,1531436400,4.19
83.43,1531504800,68.06,1531562400,83.43,1531504800,66.21,1531476000,0.13,59.34,0.59,partly-cloudy-day,0.04,320.6,,0.0,0.0001,1531501200.0,0.02,,1022.95,Partly cloudy throughout the day.,1531474629,1531528105,83.43,1531504800,68.04,1531562400,83.43,1531504800,66.09,1531476000,1531454400,8,1531501200,9.983,182,9.68,1531515600,4.46
88.66,1531602000,71.7,1531656000,88.66,1531602000,68.06,1531562400,0.26,60.98,0.55,partly-cloudy-day,0.08,306.1,,0.0,0.0,,0.0,,1018.98,Rain in the morning and overnight.,1531561075,1531614473,88.63,1531594800,70.4,1531656000,88.63,1531594800,68.04,1531562400,1531540800,8,1531587600,9.854,229,9.71,1531591200,6.0
87.92,1531692000,73.82,1531735200,87.92,1531692000,71.7,1531656000,0.58,68.7,0.79,rain,0.11,312.1,,0.0175,0.1279,1531645200.0,1.0,rain,1015.76,Rain in the morning.,1531647522,1531700839,84.52,1531692000,72.59,1531735200,84.52,1531692000,70.4,1531656000,1531627200,6,1531681200,9.4,229,7.03,1531670400,4.5
96.21,1531767600,77.37,1531821600,96.21,1531767600,73.82,1531735200,0.16,71.15,0.73,partly-cloudy-day,0.15,314.7,,0.0004,0.0034,1531764000.0,0.13,rain,1014.08,Humid and partly cloudy throughout the day.,1531733969,1531787202,89.52,1531760400,75.86,1531821600,89.52,1531760400,72.59,1531735200,1531713600,8,1531756800,9.908,192,14.9,1531778400,5.25
94.44,1531846800,66.98,1531908000,94.44,1531846800,72.99,1531861200,0.59,71.78,0.84,rain,0.19,309.7,,0.0226,0.2122,1531857600.0,1.0,rain,1010.51,Rain in the afternoon and evening.,1531820418,1531873564,86.95,1531846800,66.84,1531908000,86.95,1531846800,71.7,1531861200,1531800000,6,1531846800,8.891,201,16.16,1531825200,5.68
84.39,1531947600,62.13,1531990800,84.39,1531947600,66.98,1531908000,0.29,58.75,0.59,partly-cloudy-day,0.22,330.8,,0.0002,0.0044,1531886400.0,0.18,rain,1011.81,Partly cloudy throughout the day.,1531906868,1531959924,84.39,1531947600,62.13,1531990800,84.39,1531947600,66.84,1531908000,1531886400,8,1531933200,9.612,347,17.54,1531911600,6.73
81.99,1532023200,65.91,1532080800,81.99,1532023200,62.13,1531990800,0.0,53.57,0.53,clear-day,0.26,331.5,,0.0,0.0,,0.0,,1018.2,Clear throughout the day.,1531993318,1532046282,81.99,1532023200,65.03,1532080800,81.99,1532023200,62.13,1531990800,1531972800,9,1532019600,9.562,97,7.73,1532037600,4.5
82.41,1532109600,66.08,1532167200,82.41,1532109600,65.91,1532080800,0.07,59.95,0.64,clear-day,0.29,324.0,,0.0,0.0011,1532116800.0,0.03,,1020.52,Partly cloudy throughout the day.,1532079769,1532132638,82.33,1532106000,66.08,1532167200,82.33,1532106000,65.03,1532080800,1532059200,9,1532106000,9.917,161,10.96,1532116800,4.01
76.94,1532192400,65.5,1532224800,76.94,1532192400,65.5,1532224800,0.44,59.58,0.69,rain,0.32,313.4,,0.0126,0.1417,1532232000.0,1.0,rain,1017.29,"Rain until morning, starting again in the evening.",1532166221,1532218993,76.94,1532192400,64.92,1532224800,76.94,1532192400,64.92,1532224800,1532145600,8,1532196000,9.195,90,22.59,1532217600,7.65
86.44,1532278800,75.4,1532300400,86.44,1532278800,67.85,1532232000,0.96,71.31,0.91,rain,0.35,309.8,,0.028,0.1417,1532232000.0,1.0,rain,1012.87,"Light rain until morning, starting again in the evening.",1532252674,1532305346,82.14,1532278800,73.91,1532300400,82.14,1532278800,66.91,1532232000,1532232000,6,1532278800,6.847,141,23.04,1532242800,9.57
87.63,1532368800,76.61,1532419200,87.63,1532368800,74.58,1532354400,0.95,73.35,0.9,rain,0.38,296.7,,0.0076,0.0367,1532318400.0,1.0,rain,1019.1,Light rain and humid throughout the day.,1532339128,1532391697,81.72,1532372400,75.01,1532419200,81.72,1532372400,73.04,1532354400,1532318400,5,1532372400,8.31,154,19.76,1532379600,8.87
89.08,1532458800,73.41,1532516400,89.08,1532458800,76.61,1532419200,0.86,72.99,0.84,rain,0.42,304.8,,0.0017,0.0197,1532419200.0,1.0,rain,1021.36,Light rain in the morning.,1532425582,1532478046,83.09,1532458800,71.95,1532516400,83.09,1532458800,75.01,1532419200,1532404800,6,1532451600,9.573,156,26.65,1532448000,10.12
81.98,1532545200,73.43,1532599200,81.98,1532545200,73.41,1532516400,0.97,72.96,0.92,rain,0.45,295.2,,0.0214,0.2244,1532516400.0,1.0,rain,1015.2,Rain and humid throughout the day.,1532512036,1532564394,78.73,1532545200,71.97,1532599200,78.73,1532545200,71.95,1532516400,1532491200,5,1532538000,8.104,167,28.52,1532505600,9.09
91.53,1532642400,72.6,1532685600,91.53,1532642400,73.43,1532599200,0.61,70.37,0.79,rain,0.48,308.7,,0.0022,0.0197,1532595600.0,1.0,rain,1011.42,Light rain in the morning.,1532598492,1532650740,86.77,1532638800,71.27,1532685600,86.77,1532638800,71.97,1532599200,1532577600,6,1532624400,9.641,238,7.83,1532646000,4.7
91.29,1532710800,71.23,1532743200,91.29,1532710800,71.23,1532743200,0.36,69.87,0.8,rain,0.51,308.8,,0.0119,0.109,1532728800.0,1.0,rain,1014.91,Rain starting in the afternoon.,1532684947,1532737084,86.48,1532710800,69.97,1532743200,86.48,1532710800,69.97,1532743200,1532664000,8,1532710800,8.594,183,9.3,1532710800,4.4
89.36,1532808000,71.31,1532865600,89.36,1532808000,71.23,1532772000,0.34,68.59,0.77,rain,0.54,314.6,,0.0026,0.0106,1532797200.0,0.56,rain,1015.13,Partly cloudy throughout the day.,1532771404,1532823427,85.35,1532808000,71.06,1532865600,85.35,1532808000,69.98,1532772000,1532750400,8,1532800800,8.027,207,8.21,1532818800,2.74
81.75,1532890800,65.95,1532944800,81.75,1532890800,71.31,1532865600,0.2,61.7,0.61,partly-cloudy-day,0.57,315.1,,0.0,0.0001,1532840400.0,0.08,,1018.07,Mostly cloudy throughout the day.,1532857860,1532909768,81.44,1532898000,65.53,1532944800,81.44,1532898000,71.05,1532923200,1532836800,9,1532883600,9.997,304,6.53,1532872800,3.88
78.74,1532973600,68.73,1533031200,78.74,1532973600,65.95,1532944800,0.11,63.46,0.72,clear-day,0.6,306.2,,0.0,0.0002,1532988000.0,0.14,,1020.25,Partly cloudy throughout the day.,1532944317,1532996107,78.3,1532977200,68.0,1533031200,78.3,1532977200,65.53,1532944800,1532923200,10,1532970000,9.92,148,6.68,1532988000,2.96
83.01,1533060000,73.6,1533088800,83.01,1533060000,68.73,1533031200,0.24,64.64,0.73,partly-cloudy-day,0.63,300.8,,0.0,0.0,,0.0,,1019.87,Partly cloudy throughout the day.,1533030775,1533082445,80.89,1533060000,73.04,1533088800,80.89,1533060000,68.0,1533031200,1533009600,7,1533063600,9.658,156,8.03,1533063600,3.5
94.45,1533153600,77.04,1533207600,94.45,1533153600,74.63,1533096000,0.8,72.32,0.81,rain,0.66,292.5,,0.0067,0.0772,1533146400.0,1.0,rain,1017.1,Light rain in the morning and afternoon.,1533117233,1533168782,87.25,1533153600,75.9,1533207600,87.25,1533153600,73.55,1533103200,1533096000,6,1533142800,9.538,192,12.04,1533146400,6.72
93.4,1533236400,76.62,1533290400,93.4,1533236400,77.04,1533207600,0.49,71.52,0.76,rain,0.69,293.8,,0.0063,0.0604,1533268800.0,1.0,rain,1018.54,Light rain in the evening and overnight.,1533203691,1533255117,86.19,1533236400,75.01,1533276000,86.19,1533236400,75.9,1533207600,1533182400,6,1533222000,9.906,230,9.78,1533232800,5.44
90.42,1533319200,75.68,1533369600,90.42,1533319200,74.39,1533326400,0.61,72.86,0.87,rain,0.72,289.1,,0.0074,0.0642,1533326400.0,1.0,rain,1020.34,Light rain in the afternoon and evening.,1533290149,1533341450,84.25,1533315600,74.09,1533362400,84.25,1533315600,72.99,1533326400,1533268800,6,1533315600,9.546,199,13.58,1533322800,4.38
90.92,1533420000,74.88,1533463200,90.92,1533420000,73.4,1533391200,0.61,71.03,0.8,rain,0.76,294.1,,0.0107,0.1534,1533391200.0,1.0,rain,1018.44,Rain in the morning and afternoon.,1533376608,1533427782,86.8,1533416400,73.94,1533466800,86.8,1533416400,71.95,1533391200,1533355200,6,1533405600,9.351,263,11.08,1533420000,3.89
94.71,1533499200,75.6,1533549600,94.71,1533499200,74.88,1533463200,0.04,68.06,0.64,clear-day,0.79,299.8,,0.0,0.0001,1533441600.0,0.02,,1019.97,Partly cloudy throughout the day.,1533463067,1533514113,91.34,1533499200,74.41,1533549600,91.34,1533499200,73.94,1533466800,1533441600,9,1533488400,9.866,268,6.69,1533492000,2.38
96.7,1533585600,76.9,1533636000,96.7,1533585600,75.6,1533549600,0.07,70.18,0.66,clear-day,0.83,303.3,,0.0,0.0,,0.0,,1017.82,Humid and partly cloudy throughout the day.,1533549526,1533600442,91.24,1533574800,75.31,1533636000,91.24,1533574800,74.41,1533549600,1533528000,9,1533571200,9.524,230,7.68,1533592800,3.64
98.6,1533668400,74.58,1533722400,98.6,1533668400,76.6,1533690000,0.32,73.1,0.78,rain,0.87,299.1,,0.0086,0.1172,1533682800.0,1.0,rain,1014.53,Rain in the evening.,1533635986,1533686770,89.77,1533668400,73.35,1533722400,89.77,1533668400,74.99,1533690000,1533614400,9,1533657600,8.772,205,11.07,1533672000,6.0
98.37,1533754800,75.44,1533801600,98.37,1533754800,74.58,1533722400,0.13,71.47,0.73,rain,0.91,297.1,,0.0003,0.0027,1533700800.0,0.54,rain,1011.33,Light rain in the evening and overnight.,1533722445,1533773096,90.89,1533754800,73.95,1533801600,90.89,1533754800,73.35,1533722400,1533700800,9,1533747600,9.776,201,9.01,1533769200,3.97
91.97,1533841200,72.29,1533898800,91.97,1533841200,75.44,1533801600,0.3,67.62,0.66,rain,0.95,304.5,,0.0019,0.0409,1533798000.0,1.0,rain,1009.0,Humid and partly cloudy throughout the day.,1533808905,1533859422,89.07,1533844800,71.95,1533898800,89.07,1533844800,73.95,1533801600,1533787200,8,1533830400,9.212,306,11.07,1533852000,6.01
89.48,1533924000,74.35,1533988800,89.48,1533924000,72.29,1533898800,0.26,64.11,0.6,partly-cloudy-day,0.99,304.4,,0.0011,0.0117,1533956400.0,0.22,rain,1011.67,Drizzle overnight.,1533895364,1533945745,87.38,1533931200,73.04,1533988800,87.38,1533931200,71.95,1533898800,1533873600,9,1533916800,9.927,259,7.39,1533920400,3.18
77.54,1534006800,73.41,1534060800,83.21,1533963600,71.22,1533992400,0.91,70.84,0.9,rain,0.02,313.4,,0.0168,0.1389,1533992400.0,1.0,rain,1013.69,Rain throughout the day.,1533981824,1534032068,76.42,1534006800,71.96,1534060800,80.03,1533963600,69.96,1533992400,1533960000,5,1534003200,8.69,78,6.19,1534006800,1.8
86.92,1534096800,74.15,1534161600,86.92,1534096800,73.41,1534060800,0.76,71.0,0.84,rain,0.06,310.4,,0.0018,0.0109,1534053600.0,0.68,rain,1016.26,Possible drizzle overnight.,1534068284,1534118390,82.88,1534096800,73.04,1534161600,82.88,1534096800,71.96,1534060800,1534046400,5,1534093200,8.679,56,6.95,1534096800,3.24
76.4,1534197600,72.1,1534240800,76.4,1534197600,72.35,1534176000,0.93,70.77,0.93,rain,0.1,301.4,,0.0061,0.0453,1534176000.0,1.0,rain,1014.77,Light rain until evening.,1534154744,1534204710,74.95,1534197600,70.64,1534240800,75.0,1534140000,71.01,1534176000,1534132800,4,1534179600,8.378,54,8.05,1534136400,4.51
84.19,1534273200,70.2,1534327200,84.19,1534273200,72.1,1534240800,0.54,69.71,0.87,rain,0.14,307.9,,0.0043,0.0978,1534276800.0,1.0,rain,1011.07,Light rain in the afternoon and evening.,1534241204,1534291029,81.02,1534273200,69.37,1534327200,81.02,1534273200,70.64,1534240800,1534219200,6,1534262400,7.783,239,8.05,1534276800,3.72
90.2,1534370400,74.73,1534413600,90.2,1534370400,70.2,1534327200,0.23,66.64,0.68,partly-cloudy-day,0.17,307.9,,0.0,0.0,,0.0,,1012.47,Partly cloudy throughout the day.,1534327664,1534377347,88.21,1534363200,73.63,1534413600,88.21,1534363200,69.37,1534327200,1534305600,9,1534352400,9.969,281,9.28,1534356000,5.92
93.28,1534456800,75.5,1534500000,93.28,1534456800,74.73,1534413600,0.03,68.27,0.64,clear-day,0.21,307.8,,0.0001,0.0005,1534410000.0,0.06,rain,1017.09,Partly cloudy throughout the day.,1534414123,1534463664,90.02,1534449600,74.31,1534500000,90.02,1534449600,73.63,1534413600,1534392000,8,1534438800,9.437,276,8.05,1534449600,4.19
96.47,1534532400,74.45,1534568400,96.47,1534532400,74.47,1534561200,0.27,71.86,0.75,rain,0.24,296.1,,0.011,0.1497,1534561200.0,1.0,rain,1016.43,Heavy rain in the evening and overnight.,1534500583,1534549980,88.48,1534532400,73.05,1534568400,88.48,1534532400,73.06,1534564800,1534478400,9,1534525200,8.478,196,16.1,1534557600,5.38
93.4,1534622400,70.51,1534672800,93.4,1534622400,71.7,1534651200,0.71,71.41,0.85,rain,0.27,295.4,,0.0271,0.433,1534568400.0,1.0,rain,1010.58,Light rain until evening.,1534587043,1534636294,87.05,1534622400,69.97,1534680000,87.05,1534622400,71.09,1534651200,1534564800,7,1534608000,8.909,288,8.51,1534626000,5.14
72.62,1534712400,68.07,1534752000,72.62,1534712400,67.55,1534683600,0.99,64.27,0.81,rain,0.3,303.8,,0.0003,0.0044,1534680000.0,1.0,rain,1014.87,Drizzle in the morning.,1534673503,1534722608,71.89,1534712400,67.99,1534766400,71.98,1534665600,66.9,1534683600,1534651200,4,1534698000,9.744,56,19.68,1534676400,5.69
73.59,1534802400,66.42,1534845600,73.59,1534802400,68.07,1534752000,0.94,62.8,0.77,cloudy,0.34,309.5,,0.0,0.0006,1534806000.0,0.07,,1020.08,Overcast throughout the day.,1534759962,1534808921,73.03,1534802400,66.03,1534845600,73.03,1534802400,67.99,1534766400,1534737600,4,1534784400,9.967,63,6.93,1534744800,3.55
77.24,1534874400,73.12,1534906800,77.24,1534874400,66.42,1534845600,0.71,64.31,0.77,rain,0.37,298.2,,0.0001,0.0009,1534906800.0,1.0,rain,1017.47,Rain overnight.,1534846422,1534895233,76.93,1534878000,71.95,1534939200,76.93,1534878000,66.03,1534845600,1534824000,7,1534867200,9.886,131,8.47,1534888800,5.16
85.47,1534968000,66.04,1535025600,85.47,1534968000,72.06,1534996800,0.72,67.07,0.76,rain,0.4,303.4,,0.0143,0.1873,1534917600.0,1.0,rain,1007.04,Mostly cloudy throughout the day.,1534932882,1534981544,83.94,1534971600,66.04,1535025600,83.94,1534971600,71.95,1534939200,1534910400,5,1534957200,9.459,264,17.22,1534971600,6.48
78.22,1535054400,64.93,1535104800,78.22,1535054400,66.04,1535025600,0.35,55.21,0.57,partly-cloudy-day,0.43,328.6,,0.0,0.0002,1535018400.0,0.08,,1014.39,Partly cloudy throughout the day.,1535019341,1535067853,78.22,1535054400,64.93,1535104800,78.22,1535054400,66.04,1535025600,1534996800,7,1535043600,9.862,320,9.52,1535061600,6.46
82.15,1535140800,63.81,1535194800,82.15,1535140800,64.93,1535104800,0.03,56.83,0.58,clear-day,0.46,305.8,,0.0,0.0001,1535104800.0,0.04,,1022.33,Partly cloudy throughout the day.,1535105800,1535154163,82.15,1535140800,63.81,1535194800,82.15,1535140800,64.93,1535104800,1535083200,8,1535130000,9.819,204,7.43,1535151600,3.78
78.92,1535216400,65.54,1535270400,78.92,1535216400,63.81,1535194800,0.04,58.8,0.63,clear-day,0.49,296.8,,0.0,0.0,,0.0,,1024.49,Partly cloudy throughout the day.,1535192260,1535240471,78.92,1535216400,65.4,1535270400,78.92,1535216400,63.81,1535194800,1535169600,8,1535216400,9.998,169,7.92,1535227200,3.11
85.74,1535317200,72.24,1535364000,85.74,1535317200,65.54,1535270400,0.31,64.03,0.68,partly-cloudy-day,0.52,302.3,,0.0,0.0001,1535328000.0,0.06,,1020.1,Mostly cloudy throughout the day.,1535278719,1535326778,83.15,1535313600,71.21,1535364000,83.15,1535313600,65.4,1535270400,1535256000,7,1535302800,9.932,225,8.83,1535313600,4.29
93.23,1535403600,77.18,1535454000,93.23,1535403600,72.24,1535364000,0.1,69.5,0.71,clear-day,0.55,293.4,,0.0001,0.0003,1535353200.0,0.06,rain,1017.92,Humid and partly cloudy throughout the day.,1535365178,1535413085,87.63,1535403600,75.61,1535454000,87.63,1535403600,71.21,1535364000,1535342400,8,1535389200,9.76,253,6.01,1535403600,3.19
101.06,1535482800,84.03,1535533200,101.06,1535482800,77.18,1535454000,0.03,71.97,0.66,clear-day,0.58,296.3,,0.0,0.0,,0.0,,1016.7,Humid throughout the day.,1535451637,1535499391,93.76,1535482800,79.93,1535533200,93.76,1535482800,75.61,1535454000,1535428800,8,1535475600,8.431,252,9.0,1535490000,4.59
101.94,1535569200,81.49,1535623200,101.94,1535569200,84.03,1535533200,0.02,71.69,0.62,clear-day,0.61,297.1,,0.0,0.0001,1535576400.0,0.06,,1015.11,Humid throughout the day.,1535538096,1535585696,93.77,1535572800,78.55,1535623200,93.77,1535572800,79.93,1535533200,1535515200,8,1535558400,9.652,245,18.36,1535576400,5.01
92.2,1535659200,74.13,1535713200,92.2,1535659200,79.52,1535688000,0.12,68.61,0.62,clear-day,0.64,300.9,,0.0001,0.0008,1535662800.0,0.07,rain,1016.4,Humid and partly cloudy throughout the day.,1535624554,1535672000,89.2,1535659200,73.43,1535713200,89.2,1535659200,78.55,1535623200,1535601600,7,1535644800,9.862,329,9.23,1535644800,5.75
75.47,1535734800,69.74,1535760000,79.52,1535688000,69.74,1535760000,0.89,64.58,0.74,rain,0.68,298.7,,0.0009,0.0145,1535752800.0,0.71,rain,1023.85,Drizzle in the evening.,1535711013,1535758304,74.94,1535734800,69.06,1535760000,79.0,1535688000,69.06,1535760000,1535688000,5,1535738400,9.952,87,13.5,1535706000,6.1
78.28,1535832000,66.89,1535886000,78.28,1535832000,70.08,1535806800,0.77,61.86,0.7,partly-cloudy-day,0.71,297.2,,0.0,0.0006,1535803200.0,0.12,,1025.9,Mostly cloudy throughout the day.,1535797472,1535844608,78.05,1535832000,66.06,1535886000,78.05,1535832000,69.84,1535774400,1535774400,7,1535821200,9.998,118,8.65,1535821200,4.05
83.09,1535918400,75.74,1535947200,83.09,1535918400,66.89,1535886000,0.63,66.89,0.79,partly-cloudy-day,0.75,294.5,,0.0,0.0,,0.0,,1024.2,Mostly cloudy throughout the day.,1535883930,1535930910,79.97,1535914800,74.4,1535947200,79.97,1535914800,66.06,1535886000,1535860800,5,1535900400,9.998,173,6.93,1535925600,2.31
98.04,1535994000,77.86,1536058800,98.04,1535994000,75.74,1535947200,0.39,73.1,0.77,partly-cloudy-day,0.78,288.5,,0.0006,0.0028,1536001200.0,0.2,rain,1023.45,Humid and mostly cloudy throughout the day.,1535970389,1536017212,89.89,1536001200,76.99,1536058800,89.89,1536001200,74.4,1535947200,1535947200,8,1535994000,9.971,217,13.35,1535950800,3.67
95.4,1536080400,76.5,1536141600,95.4,1536080400,77.86,1536058800,0.14,70.07,0.65,partly-cloudy-day,0.82,282.9,,0.0,0.0003,1536105600.0,0.07,,1022.77,Partly cloudy throughout the day.,1536056847,1536103514,89.93,1536091200,74.89,1536141600,89.93,1536091200,76.99,1536058800,1536033600,8,1536080400,9.998,333,5.82,1536055200,3.28
95.69,1536170400,78.38,1536210000,95.69,1536170400,76.5,1536141600,0.1,72.11,0.74,clear-day,0.86,279.2,,0.0001,0.0011,1536202800.0,0.09,rain,1022.72,Humid and partly cloudy throughout the day.,1536143305,1536189815,87.92,1536170400,76.9,1536210000,87.92,1536170400,74.89,1536141600,1536120000,7,1536170400,9.96,174,8.88,1536177600,3.81
101.75,1536256800,74.46,1536296400,101.75,1536256800,75.31,1536292800,0.44,73.19,0.78,rain,0.9,279.8,,0.0073,0.122,1536274800.0,0.84,rain,1020.02,Rain in the evening.,1536229763,1536276115,91.87,1536256800,73.06,1536296400,91.87,1536256800,73.93,1536285600,1536206400,8,1536253200,9.087,216,9.65,1536264000,4.97
76.44,1536318000,67.98,1536408000,76.47,1536307200,69.92,1536372000,0.86,67.89,0.83,rain,0.93,278.5,,0.0005,0.008,1536300000.0,0.72,rain,1020.33,Possible drizzle in the evening and overnight.,1536316221,1536362415,75.41,1536336000,67.98,1536408000,75.41,1536336000,69.08,1536372000,1536292800,4,1536339600,9.998,47,9.18,1536354000,5.35
70.59,1536426000,56.65,1536487200,71.69,1536379200,62.05,1536454800,0.75,57.6,0.72,rain,0.97,279.7,,0.0011,0.0118,1536451200.0,1.0,rain,1019.95,"Drizzle until morning, starting again in the evening.",1536402679,1536448715,70.59,1536426000,56.65,1536487200,71.08,1536379200,62.05,1536454800,1536379200,8,1536426000,9.976,26,18.36,1536426000,7.0
60.77,1536512400,53.96,1536570000,62.09,1536465600,56.65,1536487200,0.98,53.86,0.83,rain,0.01,281.8,,0.0133,0.0394,1536530400.0,1.0,rain,1022.89,Light rain throughout the day.,1536489137,1536535015,60.77,1536512400,53.96,1536570000,62.09,1536465600,56.65,1536487200,1536465600,4,1536512400,9.347,41,20.8,1536548400,6.3
62.47,1536595200,62.28,1536620400,64.66,1536631200,53.96,1536570000,1.0,58.01,0.95,rain,0.05,281.8,,0.0275,0.1151,1536570000.0,1.0,rain,1021.95,Rain throughout the day.,1536575595,1536621314,62.04,1536602400,61.84,1536620400,64.03,1536631200,53.96,1536570000,1536552000,4,1536598800,6.126,56,19.68,1536588000,7.46
74.97,1536699600,73.23,1536714000,74.97,1536699600,62.49,1536645600,0.98,65.8,0.93,rain,0.09,278.3,,0.0033,0.0133,1536688800.0,1.0,rain,1020.09,Possible drizzle starting in the afternoon.,1536662053,1536707612,73.88,1536699600,71.94,1536714000,73.88,1536699600,62.06,1536645600,1536638400,4,1536685200,5.198,15,6.93,1536638400,1.86
